timestamp,mae_train,mae_val,mae_test,overfit_ratio,best_epoch,epochs_run,n_params,duration_seconds,mejora
2026-05-16T20:28:14,0.011804564855992794,0.010564524680376053,0.012316456064581871,0.895,187,688,128279,1291.9,True
2026-05-17T02:06:47,0.011805504560470581,0.010564761236310005,0.012318303808569908,0.8949,111,612,202583,1292.6,False
