window,rebal_date,end_date,days,ticker,weight_eq,weight_prop,exp_return,actual_return,direction_correct
0,2025-01-02,2025-05-14,90,BA,0.2,1.0,0.0005849063201946038,0.19113287389760636,1
1,2025-05-14,2025-09-23,90,MRK,0.2,1.0,0.10311922076523794,0.11009048134681798,1
