Date,A,B,C,BM1,BM2
2025-01-02,1.0,1.0,1.0,0.9999999999999998,1.0
2025-01-03,0.9977075681891305,0.9977075681891305,0.9885378409456526,1.0041017529763756,1.0041017529763754
2025-01-06,0.9987411026955064,0.9987411026955064,0.9936580184508214,0.9976036644381785,0.9976036644381786
2025-01-07,1.0007645455493899,1.0007645455493899,1.0037237412453062,0.9998277229215096,0.9998277229215097
2025-01-08,0.9998943659272668,1.0007645455493899,0.9993599778118539,1.0012856877675442,1.0012856877675445
2025-01-10,1.0001738025226108,1.0007645455493899,1.0007564140717164,0.9934303496692172,0.9934303496692174
2025-01-13,0.9985107313457321,1.0007645455493899,0.9924362144068114,0.9998976882774204,0.9998976882774205
2025-01-14,0.9943544131288342,1.0007645455493899,0.9717810497322719,1.0068186916978832,1.0068186916978832
2025-01-15,0.9933780296049723,1.0007645455493899,0.9670099590968202,1.0104268184504837,1.0104268184504839
2025-01-16,0.9966414686259697,1.0007645455493899,0.982894033135908,1.0190590993039432,1.0190590993039434
2025-01-17,0.9991901566214446,1.0007645455493899,0.9954616931316891,1.0244299385987594,1.0244299385987596
2025-01-21,1.0044112464752215,1.0007645455493899,1.0214697302975442,1.0336240235157719,1.033624023515772
2025-01-22,1.0035416326217916,1.0007645455493899,1.0170478153128037,1.0273382833752942,1.0273382833752944
2025-01-23,1.0077900318361042,1.0007645455493899,1.038575697161636,1.0367349774203518,1.0367349774203516
2025-01-24,1.0050348384040537,1.0007645455493899,1.0243789059198456,1.0344992791299246,1.0344992791299246
2025-01-27,1.0040073191119252,1.0007645455493899,1.0191424253121006,1.0487366929074295,1.0487366929074293
2025-01-28,1.0070108521316756,1.0007645455493899,1.0343864771630422,1.0364327261650885,1.0364327261650883
2025-01-29,1.0023434206745656,1.0007645455493899,1.010414898445196,1.0348000426702004,1.0348000426702002
2025-01-30,1.0091195934962047,1.0007645455493899,1.0445685918410974,1.0481492178844307,1.0481492178844305
2025-01-31,1.0057358198051034,1.0007645455493899,1.0270553865560004,1.0397004658831213,1.039700465883121
2025-02-03,1.0049951247282431,1.0007645455493899,1.0232734049784118,1.0431842761535979,1.0431842761535977
2025-02-04,1.0054065637097038,1.0007645455493899,1.0253680149777087,1.0392596549295705,1.0392596549295703
2025-02-05,1.011807666328787,1.0007645455493899,1.0580089690111714,1.0450393323823493,1.0450393323823493
2025-02-06,1.015101724342196,1.0007645455493899,1.0752313277588337,1.0423530283140852,1.042353028314085
2025-02-07,1.0114653778337428,1.0007645455493899,1.0559725993441569,1.0387447065075717,1.0387447065075717
2025-02-10,1.0104176287613043,1.0007645455493899,1.050503334969271,1.0428180217099876,1.0428180217099874
2025-02-11,1.0102945087901105,1.0007645455493899,1.0498633127811248,1.0496279720235173,1.0496279720235173
2025-02-12,1.0168006144763342,1.0007645455493899,1.083667919307309,1.0444778519941322,1.0444778519941322
2025-02-13,1.0159162053323851,1.0007645455493899,1.0789550690041398,1.049088452232529,1.0490884522325292
2025-02-14,1.0147986051854279,1.0007645455493899,1.0730203258759663,1.043788893591424,1.0437888935914241
2025-02-18,1.0154038999856807,1.0007645455493899,1.0762204368166968,1.0492464727478856,1.049246472747886
2025-02-19,1.0166994280789234,1.0007645455493899,1.083086048670451,1.0586481340595681,1.0586481340595684
2025-02-20,1.0109427855950543,1.0007645455493899,1.052423401533709,1.058758533485926,1.0587585334859262
2025-02-21,1.006773361009665,1.0007645455493899,1.030720887469024,1.0555590661537846,1.055559066153785
2025-02-24,1.0099104814204978,1.0007645455493899,1.0467795937239646,1.0598295543486322,1.0598295543486325
2025-02-25,1.0080692802205469,1.0007645455493899,1.0372375012340553,1.0636580081841,1.0636580081841007
2025-02-26,1.0021544170532408,1.0007645455493899,1.0068074603024657,1.0564764191700011,1.0564764191700013
2025-02-27,1.0030694778293865,1.0007645455493899,1.0114040075030588,1.0574354381334363,1.0574354381334368
2025-02-28,1.0039927461201716,1.0007645455493899,1.01605870625494,1.0674464541702366,1.067446454170237
2025-03-03,0.9987379169671738,1.0007645455493899,0.989468798452227,1.0609108690355695,1.06091086903557
2025-03-04,0.9856296975494935,1.0007645455493899,0.9245359772550189,1.0386458843868522,1.0386458843868527
2025-03-05,0.9909145210839564,1.0007645455493899,0.949322210376864,1.0432880797412765,1.043288079741277
2025-03-06,0.9851691956781717,1.0007645455493899,0.9218013450675759,1.0417045567753411,1.0417045567753414
2025-03-07,0.9798836193666198,1.0007645455493899,0.8970733522780132,1.056381318321507,1.056381318321507
2025-03-10,0.972218945207426,1.0007645455493899,0.8619887013755367,1.0559519399093624,1.0559519399093626
2025-03-11,0.9799757022283716,1.0007645455493899,0.8963751785385792,1.0398982976290878,1.0398982976290883
2025-03-12,0.9860059375721871,1.0007645455493899,0.9239541953991554,1.0364994926952529,1.036499492695253
2025-03-13,0.9866516898270435,1.0007645455493899,0.9269797629050274,1.0359849526059524,1.0359849526059524
2025-03-14,0.989735738232087,1.0007645455493899,0.9414674006842526,1.0492787405500394,1.0492787405500397
2025-03-17,0.9897846819158412,1.0007645455493899,0.9417001844513937,1.0601394551551695,1.0601394551551697
2025-03-18,0.9894422185333859,1.0007645455493899,0.9400710532053844,1.0567715761994645,1.0567715761994645
2025-03-19,1.0029760725174388,1.0007645455493899,1.0043637634334521,1.064710138475963,1.0647101384759632
2025-03-20,1.0032201134339431,1.0007645455493899,1.0055856562584564,1.061735545197153,1.0617355451971533
2025-03-21,1.009349837345507,1.0007645455493899,1.0363065437274808,1.0594478283557602,1.0594478283557605
2025-03-24,1.0125120171893147,1.0007645455493899,1.0525397046362857,1.065949716158105,1.0659497161581053
