Date,A,B,C,BM1,BM2
2025-01-02,1.0,1.0,1.0,0.9999999999999998,1.0
2025-01-03,1.0,1.0,1.0,1.0041017529763756,1.0041017529763754
2025-01-06,1.0,1.0,1.0,0.9976036644381785,0.9976036644381786
2025-01-07,1.0,1.0,1.0,0.9998277229215096,0.9998277229215097
2025-01-08,1.0,1.0,1.0,1.0012856877675442,1.0012856877675445
2025-01-10,1.0,1.0,1.0,0.9934303496692172,0.9934303496692174
2025-01-13,1.0,1.0,1.0,0.9998976882774204,0.9998976882774205
2025-01-14,1.0,1.0,1.0,1.0068186916978832,1.0068186916978832
2025-01-15,1.0,1.0,1.0,1.0104268184504837,1.0104268184504839
2025-01-16,1.0,1.0,1.0,1.0190590993039432,1.0190590993039434
2025-01-17,1.0,1.0,1.0,1.0244299385987594,1.0244299385987596
2025-01-21,1.0,1.0,1.0,1.0336240235157719,1.033624023515772
2025-01-22,1.0,1.0,1.0,1.0273382833752942,1.0273382833752944
2025-01-23,1.0,1.0,1.0,1.0367349774203518,1.0367349774203516
2025-01-24,1.0,1.0,1.0,1.0344992791299246,1.0344992791299246
2025-01-27,1.0,1.0,1.0,1.0487366929074295,1.0487366929074293
2025-01-28,1.0,1.0,1.0,1.0364327261650885,1.0364327261650883
2025-01-29,1.0,1.0,1.0,1.0348000426702004,1.0348000426702002
2025-01-30,1.0,1.0,1.0,1.0481492178844307,1.0481492178844305
2025-01-31,1.0,1.0,1.0,1.0397004658831213,1.039700465883121
2025-02-03,1.0,1.0,1.0,1.0431842761535979,1.0431842761535977
2025-02-04,1.0,1.0,1.0,1.0392596549295705,1.0392596549295703
2025-02-05,1.0,1.0,1.0,1.0450393323823493,1.0450393323823493
2025-02-06,1.0,1.0,1.0,1.0423530283140852,1.042353028314085
2025-02-07,1.0,1.0,1.0,1.0387447065075717,1.0387447065075717
2025-02-10,1.0,1.0,1.0,1.0428180217099876,1.0428180217099874
2025-02-11,1.0,1.0,1.0,1.0496279720235173,1.0496279720235173
2025-02-12,1.0,1.0,1.0,1.0444778519941322,1.0444778519941322
2025-02-13,1.0,1.0,1.0,1.049088452232529,1.0490884522325292
2025-02-14,1.0,1.0,1.0,1.043788893591424,1.0437888935914241
2025-02-18,1.0,1.0,1.0,1.0492464727478856,1.049246472747886
2025-02-19,1.0,1.0,1.0,1.0586481340595681,1.0586481340595684
2025-02-20,1.0,1.0,1.0,1.058758533485926,1.0587585334859262
2025-02-21,1.0,1.0,1.0,1.0555590661537846,1.055559066153785
2025-02-24,1.0,1.0,1.0,1.0598295543486322,1.0598295543486325
2025-02-25,1.0,1.0,1.0,1.0636580081841,1.0636580081841007
2025-02-26,1.0,1.0,1.0,1.0564764191700011,1.0564764191700013
2025-02-27,1.0,1.0,1.0,1.0574354381334363,1.0574354381334368
2025-02-28,1.0,1.0,1.0,1.0674464541702366,1.067446454170237
2025-03-03,1.0,1.0,1.0,1.0609108690355695,1.06091086903557
2025-03-04,1.0,1.0,1.0,1.0386458843868522,1.0386458843868527
2025-03-05,1.0,1.0,1.0,1.0432880797412765,1.043288079741277
2025-03-06,1.0,1.0,1.0,1.0417045567753411,1.0417045567753414
2025-03-07,1.0,1.0,1.0,1.056381318321507,1.056381318321507
2025-03-10,1.0,1.0,1.0,1.0559519399093624,1.0559519399093626
2025-03-11,1.0,1.0,1.0,1.0398982976290878,1.0398982976290883
2025-03-12,1.0,1.0,1.0,1.0364994926952529,1.036499492695253
2025-03-13,1.0,1.0,1.0,1.0359849526059524,1.0359849526059524
2025-03-14,1.0,1.0,1.0,1.0492787405500394,1.0492787405500397
2025-03-17,1.0,1.0,1.0,1.0601394551551695,1.0601394551551697
2025-03-18,1.0,1.0,1.0,1.0567715761994645,1.0567715761994645
2025-03-19,1.0,1.0,1.0,1.064710138475963,1.0647101384759632
2025-03-20,1.0,1.0,1.0,1.061735545197153,1.0617355451971533
2025-03-21,1.0,1.0,1.0,1.0594478283557602,1.0594478283557605
2025-03-24,1.0,1.0,1.0,1.065949716158105,1.0659497161581053
2025-03-25,1.0,1.0,1.0,1.0645550035852753,1.0645550035852755
2025-03-26,1.0,1.0,1.0,1.0695032519776404,1.0695032519776404
2025-03-27,1.0,1.0,1.0,1.0682704730798032,1.0682704730798032
2025-03-28,1.0,1.0,1.0,1.06169688611396,1.06169688611396
2025-03-31,1.0,1.0,1.0,1.0721804815119003,1.0721804815119005
2025-04-01,1.0,1.0,1.0,1.0685011168247596,1.0685011168247593
2025-04-02,1.0,1.0,1.0,1.0664331386376198,1.0664331386376196
2025-04-03,1.0,1.0,1.0,1.038978694779308,1.0389786947793078
2025-04-04,1.0,1.0,1.0,0.9777711649028914,0.9777711649028912
2025-04-07,1.0,1.0,1.0,0.9659229184860493,0.9659229184860489
2025-04-08,1.0,1.0,1.0,0.9558292333485139,0.9558292333485138
2025-04-09,1.0,1.0,1.0,1.0058522218972532,1.0058522218972532
2025-04-10,1.0,1.0,1.0,0.9856541110055845,0.9856541110055846
2025-04-11,1.0,1.0,1.0,1.000011463215483,1.000011463215483
2025-04-14,1.0,1.0,1.0,1.0128192339440885,1.0128192339440885
2025-04-15,1.0,1.0,1.0,1.0080634422683379,1.0080634422683379
2025-04-16,1.0,1.0,1.0,0.9994470722716912,0.9994470722716909
2025-04-17,1.0,1.0,1.0,1.0132368438740218,1.0132368438740218
2025-04-21,1.0,1.0,1.0,0.9994688839944554,0.9994688839944552
2025-04-22,1.0,1.0,1.0,1.023383710069935,1.0233837100699348
2025-04-23,1.0,1.0,1.0,1.024426897898887,1.024426897898887
2025-04-24,1.0,1.0,1.0,1.0296201765088908,1.0296201765088906
2025-04-25,1.0,1.0,1.0,1.028976523226822,1.028976523226822
2025-04-28,1.0,1.0,1.0,1.0343999109893272,1.0343999109893272
2025-04-29,1.0,1.0,1.0,1.0421028342338188,1.0421028342338188
2025-04-30,1.0,1.0,1.0,1.0426502880104773,1.0426502880104773
2025-05-01,1.0,1.0,1.0,1.0370396928171206,1.0370396928171206
2025-05-02,1.0,1.0,1.0,1.0447516660426557,1.0447516660426555
2025-05-05,1.0,1.0,1.0,1.0412259231421053,1.0412259231421053
2025-05-06,1.0,1.0,1.0,1.0395495094719345,1.0395495094719345
2025-05-07,1.0,1.0,1.0,1.0477314070267165,1.0477314070267165
2025-05-08,1.0,1.0,1.0,1.0471325423901805,1.0471325423901805
2025-05-09,1.0,1.0,1.0,1.0453025504863236,1.0453025504863238
2025-05-12,1.0,1.0,1.0,1.0565171415791135,1.0565171415791135
2025-05-13,1.0,1.0,1.0,1.0531176184705013,1.0531176184705013
2025-05-14,0.9917525754049409,0.9917525754049409,0.9587628770247043,1.0498589494217039,1.0496798557403162
2025-05-15,0.9953432604951223,0.9953432604951223,0.9761190989944152,1.0695145332962512,1.0686864202726358
2025-05-16,0.9986965419398753,0.9986965419398753,0.9925616781148027,1.0800522528272793,1.0791731095512014
2025-05-19,1.0017690777644166,1.0017690777644166,1.007829986284524,1.0834518034660168,1.0824133440902413
2025-05-20,1.0036887936719892,1.0036887936719892,1.01748663919857,1.0828360859618271,1.0817093149294508
2025-05-21,1.0011400231605407,1.0011400231605407,1.004567595177493,1.0701239814034635,1.069084135719576
2025-05-22,1.003376882547309,1.003376882547309,1.0157901834415315,1.0654964565878835,1.064924520309091
2025-05-23,1.0027066131340703,1.0027066131340703,1.0123973751056419,1.0665534828615761,1.0654337542331054
2025-05-27,1.0027324264685584,1.0027324264685584,1.0125276891563133,1.0765357420287878,1.0753051437538201
2025-05-28,0.999062180937754,0.999062180937754,0.9939971962359362,1.0663409551010283,1.0646248032957317
2025-05-29,0.9996655304566865,0.9996655304566865,0.996998649707062,1.0686552383493337,1.0662654892638133
2025-05-30,1.000816975476297,1.000816975476297,1.0027405158352212,1.072989482830755,1.070388766208332
2025-06-02,0.9992800362521227,0.9992800362521227,0.9950410499577438,1.0728892349110766,1.069891427910421
2025-06-03,1.0016128031117177,1.0016128031117177,1.0066554057992956,1.0751687059541049,1.0724756939733895
2025-06-04,1.0045472748716664,1.0045472748716664,1.0214016323408317,1.069027002102331,1.0664808502706729
2025-06-05,1.0028787923833027,1.0028787923833027,1.0129192503774518,1.064903080952911,1.0620474671510238
2025-06-06,1.0063673190786215,1.0063673190786215,1.0305365131612552,1.072579507899881,1.0700942330221541
2025-06-09,1.0072848447401943,1.0072848447401943,1.035234319211232,1.073919113548492,1.0715477768355097
2025-06-10,1.012414583347313,1.012414583347313,1.0615946952379454,1.0772923451107752,1.0757897577264859
2025-06-11,1.0098508946467275,1.012414583347313,1.0481535695886837,1.0791742377090068,1.0770438100132598
2025-06-12,1.0136227426719482,1.012414583347313,1.067728122587243,1.0787642922104228,1.0774279224309944
2025-06-13,1.013350207145242,1.012414583347313,1.066292707644297,1.072249065088505,1.0708342543510503
2025-06-16,1.0135005062892832,1.012414583347313,1.067083465272441,1.0736953459478942,1.072576004790216
2025-06-17,1.0067905821975496,1.012414583347313,1.0317601032854933,1.0674316368425152,1.0659003182899276
2025-06-18,1.0093885795694084,1.012414583347313,1.0450722562005197,1.0648122618072833,1.0635078891540348
2025-06-20,1.0088029856870802,1.012414583347313,1.0420407778768639,1.0721620475489149,1.0704260776858145
2025-06-23,1.011610173656673,1.012414583347313,1.0565391704122935,1.084503797848278,1.081973072830059
2025-06-24,1.0120139899797298,1.012414583347313,1.0586479262061357,1.0861570797505131,1.0837625910806508
2025-06-25,1.0103760288772958,1.012414583347313,1.0500807317727228,1.07907700254506,1.07688887036891
2025-06-26,1.0082454471743405,1.012414583347313,1.0390091963750208,1.086197274604124,1.0837720439510823
2025-06-27,1.008936117112991,1.012414583347313,1.0425679152362308,1.092747459956418,1.090124340830807
2025-06-30,1.009089186859231,1.012414583347313,1.0433587760425622,1.0967496081363168,1.0937672515328487
2025-07-01,1.0158453384243207,1.012414583347313,1.078286759215438,1.104437977333766,1.1032190095417416
2025-07-02,1.0172857170424758,1.012414583347313,1.0859313342972248,1.1034260479364166,1.1030390701308452
2025-07-03,1.0136803350962331,1.012414583347313,1.0666879832801819,1.1085136959241662,1.1076411854045576
2025-07-07,1.0136052085090175,1.012414583347313,1.0662927076442974,1.107249744219141,1.1058169413231673
2025-07-08,1.014782933075535,1.012414583347313,1.0724874228369037,1.1067736739683378,1.10585271015992
2025-07-09,1.0206194508157038,1.012414583347313,1.1033294466110153,1.1123050654598823,1.1113352631324585
2025-07-10,1.02137538271808,1.012414583347313,1.1074154060097794,1.120053986286445,1.1191272445814813
2025-07-11,1.019770745151487,1.012414583347313,1.098716349852884,1.1161647193672597,1.1149967525057347
2025-07-14,1.020529219686119,1.012414583347313,1.1028023092516481,1.1181859826729779,1.1161118271780324
2025-07-15,1.0152844639079133,1.012414583347313,1.0744644200854507,1.1105010866514475,1.1077079375166217
2025-07-16,1.0175511901954049,1.012414583347313,1.0864586780129661,1.1181844883857217,1.115695514139894
2025-07-17,1.0153044832240958,1.012414583347313,1.0744644200854507,1.1209222686908793,1.1186400258436882
2025-07-18,1.0114186346811143,1.012414583347313,1.0539030709027097,1.118078946630155,1.1152643149100043
2025-07-21,1.0097742473190374,1.012414583347313,1.0453357732911093,1.1198905984787604,1.1169128300347626
2025-07-22,1.0156309667376477,1.012414583347313,1.075650659705854,1.1272987360497146,1.1253399367775274
2025-07-23,1.0215298861841546,1.012414583347313,1.1068882686504122,1.1378795339817651,1.1366742290060428
2025-07-24,1.0218461359522129,1.012414583347313,1.1086016456301824,1.1328213591793461,1.1318630679172053
2025-07-25,1.0233040011634331,1.012414583347313,1.1165098409807461,1.1362291232939752,1.1351311256894152
2025-07-28,1.0217335806255528,1.012414583347313,1.1079425433691457,1.1301402757961045,1.129249137122714
2025-07-29,1.0182573171999616,1.012414583347313,1.0890946743443621,1.130147367500036,1.128895360604099
2025-07-30,1.0160884638058703,1.012414583347313,1.0774960015872934,1.1275066476772613,1.1256887602262031
2025-07-31,1.007064856136252,1.012414583347313,1.0296512443134633,1.1183006303182017,1.1150878685521948
2025-08-01,1.010081403574675,1.012414583347313,1.045072256200519,1.1140885388103499,1.110890900515649
2025-08-04,1.0115336584263286,1.012414583347313,1.052585072737011,1.1241207020888628,1.1205744063258183
2025-08-05,1.0138896013955727,1.012414583347313,1.0648428477551162,1.1229253506374322,1.1196902668603685
2025-08-06,1.010501168956666,1.012414583347313,1.0470492534490663,1.1236464448223358,1.1201271153526382
2025-08-07,1.0128671704041585,1.012414583347313,1.0593071316453588,1.1262103524817864,1.1228604510007953
2025-08-08,1.013673713361559,1.012414583347313,1.0635247464112305,1.1300644526943886,1.1269447812538014
2025-08-11,1.0120154530179126,1.012414583347313,1.0548256902543351,1.1277006440185744,1.1244829225394948
2025-08-12,1.012698310576989,1.012414583347313,1.058384409115545,1.1350534363425222,1.1321286381840525
2025-08-13,1.0187770291674816,1.012414583347313,1.0901491554194702,1.1391622173737797,1.1372740991836907
2025-08-14,1.0189002000426801,1.012414583347313,1.0908081545023194,1.1320724872101904,1.1301429135120633
2025-08-15,1.0224705254356374,1.012414583347313,1.10991964379588,1.1289116410275417,1.1272401884957097
2025-08-18,1.022494819937757,1.012414583347313,1.1100515055193623,1.1271804310603883,1.1258569137194596
2025-08-19,1.0242188053492003,1.012414583347313,1.1194095607591066,1.1332865253001463,1.1321812673621876
2025-08-20,1.0235676047106976,1.012414583347313,1.115850945076084,1.1390847526219487,1.1376437142414815
2025-08-21,1.0270012351337707,1.012414583347313,1.1345669523773851,1.1393148051778705,1.1383478987727107
2025-08-22,1.0300794023996862,1.012414583347313,1.1515697890552912,1.1503516356724393,1.1501236601350873
2025-08-25,1.0252219712297974,1.012414583347313,1.124418139509497,1.1419793904757234,1.1417156561384199
2025-08-26,1.0244528262412382,1.012414583347313,1.1202003183872506,1.1430962626437642,1.1418775006192383
2025-08-27,1.022234932541062,1.012414583347313,1.1080744050926277,1.1456705218686563,1.144446340126402
2025-08-28,1.0201435411033635,1.012414583347313,1.096739352604336,1.1456694642663692,1.144753046048474
2025-08-29,1.0223748195220517,1.012414583347313,1.1087334041754768,1.1464963683005664,1.1459531910292196
2025-09-02,1.0256806510803407,1.012414583347313,1.1266587570268214,1.1475500363249698,1.1473800564981873
2025-09-03,1.0225608924405485,1.012414583347313,1.109524264981808,1.1392417746908183,1.138594852744615
