timestamp,mae_train,mae_val,mae_test,best_epoch,epochs_run,n_params,mejora
2026-05-12T12:12:08,0.0021980460733175278,0.0017009610310196877,0.002381063299253583,13,100,8919,True
2026-05-12T12:43:19,0.002200472867116332,0.001699539483524859,0.0023308100644499063,28,100,10263,True
2026-05-12T12:47:12,0.002201605821028352,0.0017010237788781524,0.002319956198334694,32,100,10263,False
2026-05-18T22:56:37,0.0022030086256563663,0.0019441703334450722,0.002320894505828619,0.8825,302,1303,66583,1603.3,False
