timestamp,mae_train,mae_val,mae_test,overfit_ratio,best_epoch,epochs_run,n_params,duration_seconds,mejora
2026-05-17T21:44:56,0.0012556191068142653,0.0011053994530811906,0.0012778049567714334,0.8804,138,342,444695,1090.0,True
2026-05-17T22:08:39,0.0012612228747457266,0.0011067802552133799,0.0012787788873538375,0.8775,77,301,186647,746.8,False
