Date,Strategy A (Equal Wt),Strategy B (Take-Profit),Strategy C (Proportional),BM1: EW Fixed,BM2: EW Rebal
2025-02-10,1.0190956037247245,1.0126339546098309,1.0414789338338148,1.0428179829457718,1.0428179829457707
2025-02-11,1.0336147792872876,1.0250132038598272,1.0664042836155112,1.0496279544226255,1.0496279544226244
2025-02-12,1.037100217328994,1.0251760879854677,1.073166233888271,1.044477819518475,1.044477819518474
2025-02-13,1.039527430529663,1.0271698690058977,1.0814430067648328,1.0490884369534628,1.0490884369534617
2025-02-14,1.0331502088860487,1.0204394188335086,1.0735439844862014,1.0437888647609594,1.0437888647609586
2025-02-18,1.0362010015032583,1.021766659905417,1.0759333755339144,1.0492464435263003,1.0492464435262996
2025-02-19,1.0516296810175545,1.034276567196053,1.0926586275749395,1.0586481480836711,1.0586481480836705
2025-02-20,1.055167218151771,1.0415595367260664,1.096017706336396,1.0587585078671997,1.058758507867199
2025-02-21,1.0601202947448871,1.0497796811518327,1.1084717127359278,1.0555590446482357,1.0555590446482348
2025-02-24,1.0685501563095743,1.0539318678401541,1.111157604100185,1.0598295308984,1.0598295308983994
