timestamp,mae_train,mae_val,mae_test,overfit_ratio,best_epoch,epochs_run,n_params,duration_seconds,mejora
2026-05-18T02:37:33,0.011789169162511826,0.010578131303191185,0.012302313931286335,0.8973,1115,1616,77591,5894.6,True
2026-05-18T13:32:07,0.011790300719439983,0.010577482171356678,0.012301699258387089,0.8971,172,673,50231,2812.8,True
