timestamp,mae_train,mae_val,mae_test,overfit_ratio,best_epoch,epochs_run,n_params,duration_seconds,mejora
2026-05-17T23:21:48,0.0022033776622265577,0.0019455731380730867,0.002320291707292199,0.883,1048,1549,24951,5464.5,True
2026-05-18T10:37:18,0.0022034680005162954,0.0019447084050625563,0.0023208456113934517,0.8826,280,781,29639,3093.1,True
