timestamp,mae_train,mae_val,mae_test,overfit_ratio,best_epoch,epochs_run,n_params,duration_seconds,mejora
2026-05-18T03:45:25,0.0012578914174810052,0.0011117422254756093,0.001267903600819409,0.8838,338,839,160471,3927.0,True
2026-05-18T14:48:25,0.0012580238981172442,0.00111104897223413,0.0012679011560976505,0.8832,325,826,91351,4430.0,True
